202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
202.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,216.0,182.0,
201.0,200.0,223.0,
201.0,200.0,227.0,
201.0,199.0,231.0,
200.0,197.0,236.0,
200.0,193.0,239.0,
200.0,190.0,243.0,
199.0,188.0,246.0,
199.0,185.0,249.0,
199.0,183.0,252.0,
199.0,182.0,253.0,
199.0,180.0,255.0,
198.0,179.0,257.0,
198.0,179.0,257.0,
198.0,178.0,258.0,
198.0,178.0,259.0,
198.0,177.0,259.0,
198.0,177.0,259.0,
198.0,178.0,258.0,
199.0,178.0,257.0,
200.0,180.0,256.0,
200.0,182.0,255.0,
201.0,185.0,252.0,
201.0,188.0,250.0,
202.0,191.0,247.0,
202.0,195.0,244.0,
202.0,198.0,240.0,
202.0,202.0,236.0,
201.0,205.0,231.0,
201.0,209.0,227.0,
201.0,211.0,222.0,
200.0,213.0,217.0,
200.0,215.0,212.0,
201.0,217.0,208.0,
201.0,218.0,204.0,
201.0,219.0,200.0,
201.0,220.0,198.0,
201.0,220.0,195.0,
201.0,220.0,193.0,
201.0,221.0,191.0,
201.0,221.0,189.0,
201.0,221.0,178.0,
201.0,221.0,177.0,
201.0,221.0,177.0,
201.0,221.0,176.0,
201.0,221.0,176.0,
201.0,221.0,176.0,
201.0,221.0,176.0,
201.0,221.0,175.0,
201.0,221.0,175.0,
201.0,222.0,175.0,
201.0,222.0,175.0,
201.0,221.0,176.0,
201.0,222.0,176.0,
201.0,222.0,176.0,
201.0,222.0,176.0,
202.0,222.0,177.0,
202.0,223.0,178.0,
203.0,224.0,180.0,
203.0,224.0,182.0,
204.0,224.0,184.0,
204.0,224.0,188.0,
204.0,222.0,192.0,
203.0,220.0,197.0,
203.0,218.0,201.0,
204.0,217.0,205.0,
204.0,215.0,209.0,
205.0,214.0,213.0,
205.0,212.0,217.0,
205.0,209.0,220.0,
205.0,207.0,224.0,
206.0,204.0,227.0,
206.0,202.0,231.0,
206.0,201.0,233.0,
206.0,199.0,236.0,
205.0,197.0,238.0,
205.0,196.0,240.0,
204.0,194.0,242.0,
204.0,192.0,244.0,
203.0,190.0,246.0,
202.0,189.0,248.0,
198.0,177.0,260.0,
197.0,176.0,261.0,
197.0,175.0,261.0,
198.0,175.0,262.0,
198.0,174.0,262.0,
197.0,174.0,262.0,
197.0,174.0,262.0,
197.0,173.0,262.0,
197.0,174.0,262.0,
197.0,174.0,262.0,
197.0,174.0,262.0,
197.0,174.0,262.0,
198.0,175.0,261.0,
198.0,176.0,260.0,
198.0,177.0,260.0,
198.0,178.0,259.0,
198.0,180.0,257.0,
198.0,182.0,256.0,
198.0,183.0,255.0,
198.0,185.0,253.0,
199.0,187.0,252.0,
199.0,189.0,250.0,
200.0,191.0,249.0,
200.0,193.0,247.0,
201.0,194.0,245.0,
202.0,196.0,243.0,
202.0,199.0,240.0,
203.0,201.0,238.0,
203.0,203.0,236.0,
203.0,205.0,233.0,
204.0,207.0,230.0,
204.0,208.0,227.0,
204.0,210.0,225.0,
204.0,211.0,222.0,
204.0,212.0,220.0,
204.0,214.0,217.0,
204.0,216.0,214.0,
204.0,217.0,211.0,
204.0,218.0,208.0,
204.0,219.0,204.0,
202.0,224.0,178.0,
202.0,224.0,177.0,
202.0,224.0,176.0,
202.0,223.0,176.0,
202.0,224.0,176.0,
202.0,224.0,175.0,
202.0,224.0,175.0,
202.0,224.0,174.0,
202.0,224.0,174.0,
202.0,224.0,174.0,
202.0,224.0,173.0,
202.0,224.0,173.0,
202.0,224.0,173.0,
202.0,224.0,173.0,
202.0,224.0,173.0,
202.0,224.0,173.0,
202.0,224.0,174.0,
203.0,225.0,176.0,
203.0,225.0,178.0,
204.0,225.0,181.0,
205.0,226.0,184.0,
205.0,225.0,187.0,
205.0,225.0,192.0,
206.0,224.0,196.0,
206.0,222.0,200.0,
206.0,221.0,205.0,
207.0,219.0,209.0,
207.0,217.0,214.0,
207.0,215.0,217.0,
207.0,213.0,221.0,
207.0,210.0,225.0,
207.0,208.0,228.0,
207.0,206.0,231.0,
207.0,204.0,233.0,
207.0,202.0,236.0,
208.0,200.0,238.0,
208.0,198.0,240.0,
208.0,196.0,242.0,
208.0,195.0,243.0,
208.0,193.0,245.0,
204.0,179.0,256.0,
204.0,178.0,257.0,
203.0,177.0,258.0,
203.0,176.0,258.0,
203.0,175.0,259.0,
