15424.0,22.0,64025.0,60221.0,
15424.0,22.0,64024.0,60221.0,
15424.0,22.0,64024.0,60221.0,
15424.0,23.0,64024.0,60222.0,
15424.0,22.0,64024.0,60222.0,
15424.0,22.0,64024.0,60222.0,
15424.0,22.0,64024.0,60222.0,
15424.0,23.0,64024.0,60222.0,
15424.0,23.0,64024.0,60222.0,
15424.0,23.0,64024.0,60222.0,
15424.0,23.0,64024.0,60222.0,
15424.0,23.0,64024.0,60222.0,
15424.0,23.0,64024.0,60222.0,
15424.0,23.0,64024.0,60223.0,
15424.0,23.0,64024.0,60223.0,
15424.0,23.0,64024.0,60223.0,
15424.0,23.0,64024.0,60223.0,
15425.0,23.0,64025.0,60223.0,
15425.0,23.0,64024.0,60223.0,
15425.0,23.0,64024.0,60223.0,
15425.0,23.0,64024.0,60224.0,
15425.0,23.0,64024.0,60224.0,
15425.0,23.0,64024.0,60224.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,22.0,64023.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60225.0,
15425.0,23.0,64024.0,60226.0,
15425.0,23.0,64024.0,60226.0,
15425.0,22.0,64023.0,60226.0,
15425.0,22.0,64024.0,60226.0,
15425.0,22.0,64023.0,60226.0,
15425.0,23.0,64024.0,60226.0,
15425.0,22.0,64023.0,60226.0,
15425.0,22.0,64024.0,60226.0,
15425.0,22.0,64024.0,60226.0,
15425.0,22.0,64023.0,60226.0,
15425.0,22.0,64024.0,60226.0,
15425.0,22.0,64023.0,60226.0,
15426.0,22.0,64024.0,60226.0,
15426.0,22.0,64024.0,60226.0,
15426.0,22.0,64024.0,60226.0,
15426.0,22.0,64024.0,60226.0,
15426.0,22.0,64024.0,60226.0,
15426.0,22.0,64023.0,60227.0,
15426.0,22.0,64024.0,60227.0,
15426.0,22.0,64023.0,60227.0,
15426.0,22.0,64024.0,60227.0,
15426.0,22.0,64024.0,60226.0,
15426.0,22.0,64024.0,60227.0,
15426.0,23.0,64024.0,60227.0,
15426.0,24.0,64024.0,60227.0,
15426.0,23.0,64024.0,60227.0,
15426.0,23.0,64023.0,60227.0,
15426.0,24.0,64024.0,60227.0,
15426.0,23.0,64024.0,60227.0,
15426.0,23.0,64024.0,60227.0,
15426.0,24.0,64024.0,60228.0,
15426.0,23.0,64023.0,60227.0,
15426.0,24.0,64023.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64023.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,24.0,64024.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64023.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64024.0,60228.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64023.0,60229.0,
15426.0,23.0,64023.0,60229.0,
15426.0,22.0,64023.0,60229.0,
15426.0,23.0,64023.0,60229.0,
15426.0,23.0,64023.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,23.0,64024.0,60229.0,
15426.0,22.0,64024.0,60229.0,
15427.0,22.0,64024.0,60229.0,
15427.0,22.0,64024.0,60229.0,
15427.0,22.0,64024.0,60230.0,
15427.0,22.0,64024.0,60230.0,
15427.0,22.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,24.0,64024.0,60230.0,
15427.0,24.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64024.0,60230.0,
15427.0,23.0,64025.0,60230.0,
15427.0,23.0,64025.0,60230.0,
15427.0,22.0,64025.0,60230.0,
15427.0,22.0,64025.0,60230.0,
15427.0,22.0,64025.0,60230.0,
15427.0,22.0,64025.0,60231.0,
15427.0,22.0,64025.0,60231.0,
15427.0,22.0,64025.0,60231.0,
15427.0,22.0,64025.0,60231.0,
15427.0,22.0,64025.0,60231.0,
15427.0,22.0,64025.0,60231.0,
15427.0,22.0,64025.0,60231.0,
15427.0,21.0,64025.0,60231.0,
15427.0,21.0,64025.0,60231.0,
15427.0,21.0,64025.0,60231.0,
15427.0,21.0,64025.0,60231.0,
15427.0,22.0,64025.0,60231.0,
15427.0,21.0,64025.0,60231.0,
15427.0,21.0,64025.0,60231.0,
15427.0,21.0,64026.0,60231.0,
15427.0,21.0,64026.0,60231.0,
15428.0,21.0,64026.0,60231.0,
